gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000117640	-0.27752296949120875	4.515359990159755	12.158831114752932	4.885598561795817e-4	0.011208453341551326	MTFR1L	mitochondrial fission regulator 1 like
ENSG00000172775	0.1992507728676883	6.82234718464338	12.156689126110955	4.891212613429397e-4	0.011217228634309554	PSME3IP1	proteasome activator subunit 3 interacting protein 1
ENSG00000163629	-0.32463360461718355	4.193780531186492	12.154311196422647	4.897452682057553e-4	0.01122743265685589	PTPN13	protein tyrosine phosphatase non-receptor type 13
ENSG00000254480	5.948018021687258	-1.9518314787572164	12.152248221227696	4.902872768222982e-4	0.011235750093844334	LINC02749	long intergenic non-protein coding RNA 2749
ENSG00000137161	-0.28543622437190574	5.066896896650403	12.15139289386461	4.905121757864521e-4	0.011236797011987779	CNPY3	canopy FGF signaling regulator 3
ENSG00000112304	0.48704516739024023	4.107538427967356	12.141954802369241	4.930007427331868e-4	0.011286687614627198	ACOT13	acyl-CoA thioesterase 13
ENSG00000273399	-5.443691629415951	-2.5663293641484626	12.141768332497842	4.930500379021355e-4	0.011286687614627198	NA	NA
ENSG00000090975	0.31444598214373476	3.836531735731687	12.130943625281636	4.959202003849107e-4	0.01134824692121675	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
ENSG00000123643	0.5992362037404652	3.4339298439344668	12.129016759462687	4.964328726001603e-4	0.011355834043060946	SLC36A1	solute carrier family 36 member 1
ENSG00000233002	5.79252243778651	-2.0543898426000515	12.126001508734758	4.972362000225002e-4	0.011370061904234414	TBC1D26-AS1	TBC1D26 antisense RNA 1
ENSG00000143753	0.5017889737729527	4.2305394036707815	12.118921409169353	4.991276516297607e-4	0.01140915193481079	DEGS1	delta 4-desaturase, sphingolipid 1
ENSG00000137070	-0.8658451414445386	2.0057252787255195	12.107368951830459	5.022295005323797e-4	0.011475870875867425	IL11RA	interleukin 11 receptor subunit alpha
ENSG00000189306	0.4408048398812989	4.859468818407263	12.106308677090198	5.025151585785677e-4	0.011478215097586958	RRP7A	ribosomal RNA processing 7 homolog A
ENSG00000280649	-0.6479496522355587	2.2402844343111776	12.105213052857794	5.028105127334381e-4	0.0114807790052391	NA	NA
ENSG00000250548	4.468552008346074	-1.5722101605344176	12.085810227277628	5.080701762664459e-4	0.011596650910777634	LINC01303	long intergenic non-protein coding RNA 1303
ENSG00000163584	0.5346738608511001	5.35427172435756	12.081730833369413	5.091830531782326e-4	0.011617822938236967	RPL22L1	ribosomal protein L22 like 1
ENSG00000204220	0.43600579126472366	6.200842086780551	12.080373564439967	5.09553867457778e-4	0.01162205437962993	PFDN6	prefoldin subunit 6
ENSG00000196313	0.28034559791311586	4.319467649411625	12.079366454631442	5.098291922517372e-4	0.011624105583339607	POM121	POM121 transmembrane nucleoporin
ENSG00000186470	-0.6878627442036105	2.8220972547222773	12.078583059329434	5.100434615528431e-4	0.011624763736591517	BTN3A2	butyrophilin subfamily 3 member A2
ENSG00000173141	0.33807822787052655	4.998041675206351	12.060083190043812	5.151299321344729e-4	0.011736426869488174	MRPL57	mitochondrial ribosomal protein L57
ENSG00000069998	0.410796593469809	4.926788859019483	12.058580789039862	5.15545252902219e-4	0.01174162272319983	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
ENSG00000017483	0.42882044165665084	6.4362918219002125	12.055742088872982	5.163309004408433e-4	0.011755245990428785	SLC38A5	solute carrier family 38 member 5
ENSG00000110195	-2.3337533111869853	-0.21624330256473562	12.04693779832394	5.187752986733792e-4	0.011806610245670007	FOLR1	folate receptor alpha
ENSG00000055130	0.33312356798419024	4.682450876573005	12.045007896439811	5.193126701462797e-4	0.011814551675679151	CUL1	cullin 1
ENSG00000267405	6.1758444027814114	-1.755145290865698	12.035559471628607	5.219516569253004e-4	0.011870282513317496	NA	NA
ENSG00000274904	5.831380968451452	-2.0090039014933745	12.031863167799477	5.229877309733133e-4	0.011889532535180108	NA	NA
ENSG00000055044	0.31599060732820833	5.32166512589359	12.024117884994748	5.251654716951602e-4	0.01193471369165877	NOP58	NOP58 ribonucleoprotein
ENSG00000166681	-0.29089951530108743	6.032225953624959	12.015575014925368	5.275780882623969e-4	0.011985197874656623	BEX3	brain expressed X-linked 3
ENSG00000182687	-1.0339485594901974	1.5036552942164951	12.013850370594515	5.280665057664184e-4	0.011991948537325041	GALR2	galanin receptor 2
ENSG00000253595	-5.190835109642262	-2.6956060735859615	12.012675993926404	5.283993492332818e-4	0.011994715893445662	LINC01300	long intergenic non-protein coding RNA 1300
ENSG00000103051	-0.2505006874717526	5.4617213249348096	12.012070742573314	5.285709731035146e-4	0.011994715893445662	COG4	component of oligomeric golgi complex 4
ENSG00000174917	0.21556225061416073	7.208918679698939	12.008637477215238	5.29545568457431e-4	0.012012484494312924	MICOS13	mitochondrial contact site and cristae organizing system subunit 13
ENSG00000280734	-0.6888343532954299	2.7308994672752807	12.007889807202606	5.297580487254816e-4	0.012012958283937685	LINC01232	long intergenic non-protein coding RNA 1232
ENSG00000117335	-0.21351127346500465	6.102262889518788	12.005333421539717	5.304851981381444e-4	0.012025098309205224	CD46	CD46 molecule
ENSG00000029534	-0.9668275330884907	1.6531629928926055	12.003389923278625	5.310386892996389e-4	0.012033294477443932	ANK1	ankyrin 1
ENSG00000235257	-0.7117810709747839	3.0269951796940884	12.001608943780763	5.315464084203963e-4	0.012040447907499583	ITGA9-AS1	ITGA9 antisense RNA 1
ENSG00000014138	0.3641561862011836	4.4637107828241716	11.998626186013581	5.323978266178742e-4	0.012055378739234637	POLA2	DNA polymerase alpha 2, accessory subunit
ENSG00000168528	0.26316528003056266	8.073092048150368	11.996480906736341	5.330110404307612e-4	0.012064906944046471	SERINC2	serine incorporator 2
ENSG00000198380	0.32267387832789324	3.80246409343097	11.992440750032475	5.341678288253433e-4	0.012086727848195247	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ENSG00000177427	-0.34932863616157744	4.510349734379288	11.976118367062607	5.388671578599646e-4	0.012185562361511953	MIEF2	mitochondrial elongation factor 2
ENSG00000132334	0.8163891095025633	2.5544879065903268	11.975920181680507	5.389244725434233e-4	0.012185562361511953	PTPRE	protein tyrosine phosphatase receptor type E
ENSG00000198056	0.35403356233314576	4.3158457597704825	11.973470644291293	5.396333805198604e-4	0.012197192847366707	PRIM1	DNA primase subunit 1
ENSG00000196704	0.3491580852838025	5.779208462690757	11.966956917284902	5.415230680512708e-4	0.012235494186239523	AMZ2	archaelysin family metallopeptidase 2
ENSG00000124783	0.30719078325647337	5.404267311550514	11.958104263616534	5.441020120881474e-4	0.01228933579176039	SSR1	signal sequence receptor subunit 1
ENSG00000145623	0.30080521146614136	3.9147263674531647	11.95521125227902	5.449474857910369e-4	0.012303999769210665	OSMR	oncostatin M receptor
ENSG00000197353	-2.5453957798336617	0.9409061681618031	11.94338957611626	5.484161400980819e-4	0.012377858885583059	LYPD2	LY6/PLAUR domain containing 2
ENSG00000070808	-0.5558497782724572	3.0568862137645976	11.938306341275116	5.499144808989543e-4	0.012407210490235495	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
ENSG00000159352	0.20828830449929314	7.57310819569014	11.934236827117758	5.511169943166632e-4	0.012426404453014298	PSMD4	proteasome 26S subunit ubiquitin receptor, non-ATPase 4
ENSG00000291313	0.3886339008936837	4.408894597484797	11.93408612903874	5.511615754997251e-4	0.012426404453014298	NA	NA
ENSG00000142945	-0.24310163413285732	4.95456747660378	11.928733398516123	5.527474433990954e-4	0.01245767961938292	KIF2C	kinesin family member 2C
ENSG00000130713	0.4817120486519773	5.106436317691019	11.927312067983138	5.531693183180211e-4	0.012462707962105614	EXOSC2	exosome component 2
ENSG00000136156	-0.19730605294450432	9.34656215664258	11.921559374518324	5.548801380146592e-4	0.01249676172899394	ITM2B	integral membrane protein 2B
ENSG00000257262	-5.419773119057301	-2.5790069250830534	11.916690751342868	5.563322130036631e-4	0.012524965800836509	NA	NA
ENSG00000152766	0.8243230504350997	2.027135206316345	11.914245118205093	5.570630741428608e-4	0.012536918430996902	ANKRD22	ankyrin repeat domain 22
ENSG00000073536	0.5779802912417851	3.6315919075064844	11.907941900169	5.589512206973054e-4	0.012574898291252619	NLE1	notchless homolog 1
ENSG00000213703	5.817394104028684	-2.042596250533539	11.901665275705772	5.608378216631261e-4	0.01261281614715854	RPL13AP9	ribosomal protein L13a pseudogene 9
ENSG00000162885	0.3720492207808925	3.6506315164502343	11.895630930735063	5.626576607094105e-4	0.012649205925593416	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
ENSG00000213186	-0.34046818235041076	3.936215865805933	11.889101989118497	5.646333760563756e-4	0.01268807236587062	TRIM59	tripartite motif containing 59
ENSG00000057019	0.2972310441936293	4.38909484026532	11.888581348773203	5.647912276418645e-4	0.01268807236587062	DCBLD2	discoidin, CUB and LCCL domain containing 2
ENSG00000166987	-0.33205888338779765	5.308569559872182	11.887276538423254	5.651870254610085e-4	0.012692416366907319	MBD6	methyl-CpG binding domain protein 6
ENSG00000132256	-0.43278995098804895	4.138413199390542	11.885106764382591	5.658458192762368e-4	0.012702661249058379	TRIM5	tripartite motif containing 5
ENSG00000152795	0.22992881224531128	6.954694915610779	11.877313849418321	5.682183287262383e-4	0.012751356195825032	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
ENSG00000108557	-0.3730191211917544	5.439021093543583	11.871906156232605	5.698705712272908e-4	0.012783858610358188	RAI1	retinoic acid induced 1
ENSG00000198498	0.38759957438834725	3.6161007249816186	11.870673195235051	5.702479632030819e-4	0.012787749389425335	TMA16	translation machinery associated 16 homolog
ENSG00000154582	0.35601106549482536	5.888051144909177	11.863201544655325	5.725403340998644e-4	0.012834565229911154	ELOC	elongin C
ENSG00000145113	-2.1346180133731494	-0.15382111121692596	11.860670223499731	5.733190748719228e-4	0.012847428875793265	MUC4	mucin 4, cell surface associated
ENSG00000248909	-6.079785105813713	-2.1939459536894	11.856984844910226	5.744547645820174e-4	0.012868279292351731	HMGB1P21	high mobility group box 1 pseudogene 21
ENSG00000104518	-0.4549344987661882	3.9516124441494322	11.853966094919306	5.753867175270633e-4	0.012884552567481023	GSDMD	gasdermin D
ENSG00000105722	-0.22377586794249496	6.074158526649509	11.853287085194967	5.7559655262502e-4	0.012884649714240899	ERF	ETS2 repressor factor
ENSG00000099814	0.21757186837066525	5.554710926467267	11.850464138079639	5.764697596467916e-4	0.012897100602493702	CEP170B	centrosomal protein 170B
ENSG00000212135	-0.8650179200426746	3.194545321323856	11.850159206483152	5.765641625006356e-4	0.012897100602493702	SNORD67	small nucleolar RNA, C/D box 67
ENSG00000203520	-5.391892333273061	-2.5936770434265837	11.849433422217874	5.767889186583743e-4	0.012897526818787471	NA	NA
ENSG00000262814	0.36785069707103585	7.228436659022433	11.841106754498867	5.793738051174239e-4	0.01295070858497771	MRPL12	mitochondrial ribosomal protein L12
ENSG00000168016	-1.6853411390319806	0.8026955172456484	11.8343064841171	5.814935196526926e-4	0.012993458190386253	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
ENSG00000155090	-0.3206402476150642	3.900592861097942	11.831338094418072	5.824212508161429e-4	0.013009551986523746	KLF10	KLF transcription factor 10
ENSG00000103121	0.38404080732521534	6.118087158252614	11.829778033214382	5.829094264035583e-4	0.013015819457088003	CMC2	C-X9-C motif containing 2
ENSG00000118816	-0.27534334341357775	6.643037591528215	11.825476842037354	5.842574994598301e-4	0.01304127633183743	CCNI	cyclin I
ENSG00000109062	0.20248779991121615	7.604347547749176	11.815502216483935	5.873958596324255e-4	0.01310666206368437	NHERF1	NHERF family PDZ scaffold protein 1
ENSG00000130529	-0.36631096298015825	5.360779075811489	11.797931704207642	5.929656078620998e-4	0.013226233942708523	TRPM4	transient receptor potential cation channel subfamily M member 4
ENSG00000196923	0.32149473093102104	6.434911224024678	11.79684413510602	5.93312108282248e-4	0.01322925646845553	PDLIM7	PDZ and LIM domain 7
ENSG00000143575	0.2576067019822946	6.585360616043885	11.794236067920437	5.94143873917058e-4	0.013243093101528451	HAX1	HCLS1 associated protein X-1
ENSG00000091436	0.40746327388753534	3.653203624002287	11.787852707000008	5.961846285545398e-4	0.013281105344470696	MAP3K20	mitogen-activated protein kinase kinase kinase 20
ENSG00000213920	-0.3996437361541191	3.244332187007152	11.787577061552296	5.96272911398485e-4	0.013281105344470696	MDP1	magnesium dependent phosphatase 1
ENSG00000257268	-5.763740705884748	-2.3872186598175253	11.785378104764217	5.969776591224594e-4	0.01329208069139851	NA	NA
ENSG00000158769	-0.24301380876693282	6.741016608295156	11.770157683246627	6.018787944712608e-4	0.013396450270979075	F11R	F11 receptor
ENSG00000180992	0.49798479090254794	5.708500951219546	11.766432880374992	6.030843960401863e-4	0.013418520806146089	MRPL14	mitochondrial ribosomal protein L14
ENSG00000275552	3.2208801913964518	-0.9382061201394284	11.764128780221181	6.03831381291464e-4	0.013430375170973678	NA	NA
ENSG00000279064	-0.8637453111239353	2.9311182001679095	11.76199360310283	6.045244360281386e-4	0.01344102203509372	NA	NA
ENSG00000174238	0.27823243990900315	5.904376307897391	11.7601621225004	6.051195542336038e-4	0.013449484597818842	PITPNA	phosphatidylinositol transfer protein alpha
ENSG00000124151	-0.26612562847976046	5.406399173230968	11.758507068881592	6.056578534058564e-4	0.013456678741512117	NCOA3	nuclear receptor coactivator 3
ENSG00000100664	0.2603902644426833	7.934832448089277	11.753888618046204	6.071625437594646e-4	0.013485331737059309	EIF5	eukaryotic translation initiation factor 5
ENSG00000132005	-0.3420401864227597	3.8470363224353212	11.749204674556362	6.086924273463012e-4	0.013514523794126447	RFX1	regulatory factor X1
ENSG00000178896	0.501508668994078	5.0092253609480855	11.744839119632978	6.101218226193389e-4	0.013541464877250461	EXOSC4	exosome component 4
ENSG00000204217	-0.3732109124225861	3.2473708794099374	11.744070325486394	6.103738964542859e-4	0.013542265855514412	BMPR2	bone morphogenetic protein receptor type 2
ENSG00000169972	0.5077669242829738	4.520620057786692	11.737892046478482	6.124034659270456e-4	0.013582489322117353	PUSL1	pseudouridine synthase like 1
ENSG00000107833	0.44775807238269927	5.773415517349009	11.73492407313828	6.133808694038461e-4	0.013599356616556276	NPM3	nucleophosmin/nucleoplasmin 3
ENSG00000241899	-5.107065045564961	-2.736030614356234	11.732911142002147	6.140446577968164e-4	0.01360926123855086	TPT1P3	TPT1 pseudogene 3
ENSG00000234684	-0.5476150022723094	2.9219246764963493	11.724489166240174	6.168297823078231e-4	0.013661915685034864	SDCBP2-AS1	SDCBP2 antisense RNA 1
ENSG00000236307	2.3895519732865957	-0.07728850070879971	11.724409486370421	6.168561930515741e-4	0.013661915685034864	EEF1E1P1	eukaryotic translation elongation factor 1 epsilon 1 pseudogene 1
ENSG00000204351	0.29122270835173303	4.72812535039012	11.72304541935808	6.173085047864835e-4	0.0136652746891625	SKIC2	SKI2 subunit of superkiller complex
ENSG00000175701	0.4268355054095115	6.795141035031344	11.722637743921524	6.174437511068159e-4	0.0136652746891625	MTLN	mitoregulin
ENSG00000144366	0.609718769580529	3.148707928835302	11.721394714990279	6.178563106801415e-4	0.013669580338618516	GULP1	GULP PTB domain containing engulfment adaptor 1
ENSG00000142541	-0.2306665128001493	10.787672589474285	11.714042033657051	6.203023552056715e-4	0.013718856321479931	RPL13A	ribosomal protein L13a
ENSG00000076555	-0.7045789832778836	2.7038447306731594	11.697398668941911	6.258753513263801e-4	0.013837230087504948	ACACB	acetyl-CoA carboxylase beta
ENSG00000100784	-0.48896756996349616	2.9570188127986703	11.695824087106978	6.26405207985211e-4	0.01384406293291249	RPS6KA5	ribosomal protein S6 kinase A5
ENSG00000149503	-0.24020639640775	6.035136652422297	11.682565577789752	6.308847849965422e-4	0.013938152226667793	INCENP	inner centromere protein
ENSG00000100906	-0.22608468289564074	5.92200431954363	11.67769211450439	6.325394737798502e-4	0.01396978689890687	NFKBIA	NFKB inhibitor alpha
ENSG00000126602	0.4292555418009593	7.532131110455486	11.676432091235256	6.329680025917215e-4	0.013974328789613006	TRAP1	TNF receptor associated protein 1
ENSG00000167106	-0.2822643437539469	6.309656564030554	11.67047440709703	6.349981608407035e-4	0.014014214954140129	EEIG1	estrogen-induced osteoclastogenesis regulator 1
ENSG00000125485	0.45673706368597344	3.394225889277786	11.669788664533097	6.352322581571179e-4	0.014014448482213683	DDX31	DEAD-box helicase 31
ENSG00000132432	0.3827122517121583	7.89084975846907	11.666830206832998	6.362432096263856e-4	0.014031814718105653	SEC61G	SEC61 translocon subunit gamma
ENSG00000087302	0.32698161669594084	7.50031583236389	11.65131276806801	6.415724366091698e-4	0.014144371229041823	RTRAF	RNA transcription, translation and transport factor
ENSG00000237264	2.688324140540713	-0.410844402126808	11.650556443061843	6.418333340638105e-4	0.014145149400984507	FTH1P11	ferritin heavy chain 1 pseudogene 11
ENSG00000182087	0.18879029680477674	6.954525539826412	11.648816219583644	6.4243403836963e-4	0.014153413283828459	TMEM259	transmembrane protein 259
ENSG00000184368	-3.405128643298823	-2.004322427274366	11.646274105139613	6.433125665596184e-4	0.01416778992739307	MAP7D2	MAP7 domain containing 2
ENSG00000161996	0.22212675636122747	5.684270181943146	11.644624259693714	6.43883385087163e-4	0.014172548875340503	WDR90	WD repeat domain 90
ENSG00000168306	5.99576551991869	-1.9182511460795288	11.644343050820444	6.439807295988053e-4	0.014172548875340503	ACOX2	acyl-CoA oxidase 2
ENSG00000197180	-0.8760980712094741	2.048729630527398	11.629116895797916	6.49273734297271e-4	0.014284022154539963	ATP6AP1-DT	ATP6AP1 divergent transcript
ENSG00000042493	-0.18165388243421046	8.195664872375476	11.619093122897098	6.527822201829315e-4	0.014356171590834728	CAPG	capping actin protein, gelsolin like
ENSG00000140398	-0.5980041683316151	4.188741874042937	11.608704050462915	6.564387774018631e-4	0.014431525716373357	NEIL1	nei like DNA glycosylase 1
ENSG00000077152	0.3306418285237874	5.854408680983181	11.597283289685127	6.604823264516782e-4	0.01451533188521564	UBE2T	ubiquitin conjugating enzyme E2 T
ENSG00000135636	0.552686292027848	2.6049509904693293	11.58470081106158	6.64966318928202e-4	0.014608755499929316	DYSF	dysferlin
ENSG00000071537	-0.3750246238379558	3.770641675243924	11.57960635413402	6.667905537705907e-4	0.014643701478604568	SEL1L	SEL1L adaptor subunit of SYVN1 ubiquitin ligase
ENSG00000074410	1.6649507323255148	0.695425343129863	11.571350835045314	6.697574482647615e-4	0.01470091954730236	CA12	carbonic anhydrase 12
ENSG00000088205	0.25721677257585085	5.08483488216511	11.571046989289506	6.698668993678194e-4	0.01470091954730236	DDX18	DEAD-box helicase 18
ENSG00000090889	-0.30701248468418607	4.24448610497506	11.570401904649524	6.700993311992048e-4	0.01470091954730236	KIF4A	kinesin family member 4A
ENSG00000160688	0.2868874909796162	4.887965732938313	11.569491037919464	6.704276662751553e-4	0.014702978200577909	FLAD1	flavin adenine dinucleotide synthetase 1
ENSG00000253187	0.32083450154448645	4.978808097398992	11.562816220214174	6.728386644895948e-4	0.014750693798425732	HOXA10-AS	HOXA10 antisense RNA
ENSG00000008056	0.6534884116804799	2.8971396673423304	11.560383680550578	6.737194933359523e-4	0.014764841744901856	SYN1	synapsin I
ENSG00000142409	0.2886970707114713	4.984511870390405	11.55966467772019	6.739800690530192e-4	0.014765391449903669	ZNF787	zinc finger protein 787
ENSG00000071564	0.32364130593072976	6.595463407348453	11.557758978044845	6.746712113067886e-4	0.01477537022316998	TCF3	transcription factor 3
ENSG00000074582	0.29530898512205206	5.308073215054538	11.548123154028879	6.78176823504549e-4	0.014846957693343304	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone
ENSG00000169247	1.2766469470731512	1.2063563021661865	11.546371529613689	6.788160561369664e-4	0.01485291962716542	SH3TC2	SH3 domain and tetratricopeptide repeats 2
ENSG00000137497	-0.2792160248236603	7.129983397176064	11.546078839174712	6.789229290503364e-4	0.01485291962716542	NUMA1	nuclear mitotic apparatus protein 1
ENSG00000213190	0.5811609568622736	2.5910012297493212	11.54404255703809	6.79666927194378e-4	0.014864009883183642	MLLT11	MLLT11 transcription factor 7 cofactor
ENSG00000119812	0.3884426696153673	3.9737609885604472	11.53280230164644	6.837886341915523e-4	0.01494893562197013	FAM98A	family with sequence similarity 98 member A
ENSG00000106605	0.27805428591934245	6.046616434977787	11.528543024121298	6.853570637771406e-4	0.014978002056056716	BLVRA	biliverdin reductase A
ENSG00000255443	-5.333831158001532	-2.623790384170686	11.525685093631788	6.864115003537757e-4	0.014995169961879148	CD44-AS1	CD44 antisense RNA 1
ENSG00000006025	-0.3352747015511141	5.911070263518007	11.525117958242127	6.866209403597294e-4	0.014995169961879148	OSBPL7	oxysterol binding protein like 7
ENSG00000183751	0.29774696710075804	5.667362759333541	11.523602413598244	6.871809395286616e-4	0.015002174411019179	TBL3	transducin beta like 3
ENSG00000186111	-0.29605436223453097	4.541350593859684	11.521232656112147	6.880574982578471e-4	0.01501608254116499	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
ENSG00000102796	-0.9705970597620458	1.9523900511712715	11.52040873302656	6.883625268884344e-4	0.015017512329820753	DHRS12	dehydrogenase/reductase 12
ENSG00000179950	0.27283244587916455	6.506736988152043	11.507782133261198	6.930542068068655e-4	0.015114608266709727	PUF60	poly(U) binding splicing factor 60
ENSG00000149313	0.3718209012571823	4.428669283313152	11.50217287898285	6.951487935686694e-4	0.015155017161597902	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
ENSG00000136522	0.36329849338289416	5.840410491685028	11.498133715012841	6.966610424229075e-4	0.015182706763961176	MRPL47	mitochondrial ribosomal protein L47
ENSG00000182117	0.21308299564181205	8.38919744345878	11.484022672119067	7.019703017739361e-4	0.015293098652267478	NOP10	NOP10 ribonucleoprotein
ENSG00000267191	-5.522040376261489	-2.5240184523492073	11.478982253951434	7.038766438263276e-4	0.015329303774890845	ZNF45-AS1	ZNF45 antisense RNA 1
ENSG00000094755	-2.7628406894870055	0.08478560266714201	11.466874699851827	7.084772533115611e-4	0.015424140202303777	GABRP	gamma-aminobutyric acid type A receptor subunit pi
ENSG00000261554	-5.699694326690691	-2.425041963807663	11.462757547566554	7.100485939860242e-4	0.015452983978800319	NA	NA
ENSG00000124562	0.26225252530248755	6.962876715841446	11.459291953624223	7.113739915816915e-4	0.01547645706876199	SNRPC	small nuclear ribonucleoprotein polypeptide C
ENSG00000107130	0.2682649547533266	5.3372750354873295	11.456924060127413	7.12281016597103e-4	0.015490815033173207	NCS1	neuronal calcium sensor 1
ENSG00000213713	-5.163020574302932	-2.7092365119369326	11.449999136432119	7.149403289473961e-4	0.01554325888522945	PIGCP1	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1
ENSG00000124733	0.3006152230207469	6.381250624834262	11.444171134445106	7.171861726595533e-4	0.0155866804248714	MEA1	male-enhanced antigen 1
ENSG00000145284	-0.5508637896382952	2.681558932692737	11.438544016761618	7.193613678065707e-4	0.01562629186361697	SCD5	stearoyl-CoA desaturase 5
ENSG00000160072	0.4011199044932843	4.488115501981183	11.438167240913947	7.195072505623954e-4	0.01562629186361697	ATAD3B	ATPase family AAA domain containing 3B
ENSG00000154370	-0.260138151719857	4.980528526251053	11.426497389948763	7.240404964224194e-4	0.01571930025127621	TRIM11	tripartite motif containing 11
ENSG00000008256	-0.38575788591547805	4.886177626820499	11.424638757761613	7.247651560287678e-4	0.015729586460022062	CYTH3	cytohesin 3
ENSG00000125534	0.24567715130390988	10.213924590485231	11.419651610235732	7.267132112585457e-4	0.015766407732149074	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
ENSG00000114030	0.2717934884624354	4.85805742715907	11.417461386055535	7.27570416897588e-4	0.01577954518833579	KPNA1	karyopherin subunit alpha 1
ENSG00000233006	-0.6727627302221173	2.627013322086224	11.41129308414441	7.299900485655957e-4	0.015826547733424224	MIR3936HG	MIR3936 host gene
ENSG00000183688	1.2229994708653558	1.4153944559425538	11.409971665061544	7.305094563511206e-4	0.01583233422510033	RFLNB	refilin B
ENSG00000135316	0.3944552231761622	6.254700718768096	11.406803833641327	7.317561510764054e-4	0.015853873763818457	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
ENSG00000005194	0.3472703465655768	5.753897957140244	11.394731148998474	7.365270746831467e-4	0.015951726280702346	CIAPIN1	cytokine induced apoptosis inhibitor 1
ENSG00000062582	0.35452602657795834	7.885787121402714	11.393683146402665	7.36942707403607e-4	0.015955216765955165	MRPS24	mitochondrial ribosomal protein S24
ENSG00000128268	-1.4487472040289693	1.6800845183725837	11.392195884870343	7.375329548881878e-4	0.015962484042626637	MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
ENSG00000164134	0.5106722627117755	4.015861795913291	11.379545941383824	7.425726694131245e-4	0.016066013240925776	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit
ENSG00000204267	0.4002474876117141	5.218893779829852	11.377364676370401	7.434451920325368e-4	0.016079342373383945	TAP2	transporter 2, ATP binding cassette subfamily B member
ENSG00000130520	0.33839029410865484	7.4511536487092505	11.372899096795589	7.452346902978325e-4	0.016112487959197962	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated
ENSG00000157379	-0.32903902510042377	5.2464111813853656	11.368803300729256	7.468798309274157e-4	0.0161424906581003	DHRS1	dehydrogenase/reductase 1
ENSG00000167460	0.2280338772041776	7.680050902595355	11.363179306165826	7.491447767474142e-4	0.016185864059980314	TPM4	tropomyosin 4
ENSG00000105996	-0.577028296451407	3.119441438167247	11.358374946473393	7.510851276530909e-4	0.016222196866637544	HOXA2	homeobox A2
ENSG00000239900	0.337570959373323	5.197407319490906	11.341046063886356	7.581260821973738e-4	0.016368631320170572	ADSL	adenylosuccinate lyase
ENSG00000103005	0.3274532833878064	5.452125435580057	11.336004514970853	7.601870272802055e-4	0.016407479039748325	USB1	U6 snRNA biogenesis phosphodiesterase 1
ENSG00000085978	0.34270505308354793	4.129653713481657	11.329873667620769	7.62700898580584e-4	0.016456072381625126	ATG16L1	autophagy related 16 like 1
ENSG00000288587	-0.7642830232908794	2.169525496489969	11.328704035386506	7.63181443799827e-4	0.0164607762388198	NA	NA
ENSG00000177398	-3.4942101812088895	-1.3792480212994997	11.327786431226023	7.635586570383528e-4	0.016463248898316615	UMODL1	uromodulin like 1
ENSG00000085433	-0.3177774206642449	3.5727973181348447	11.303095182671624	7.737799053103245e-4	0.016677896205898022	WDR47	WD repeat domain 47
ENSG00000084073	0.3304561310315373	4.427310836866813	11.288492015214764	7.798900219516897e-4	0.016803815936897233	ZMPSTE24	zinc metallopeptidase STE24
ENSG00000068654	0.41871431618011956	3.425712662407724	11.27557484601544	7.853353267936203e-4	0.016915329780130536	POLR1A	RNA polymerase I subunit A
ENSG00000077454	-0.45959492835594573	5.283252313301673	11.274137430611958	7.859436480111003e-4	0.016922619069469774	LRCH4	leucine rich repeats and calponin homology domain containing 4
ENSG00000140577	0.30320450718169245	3.9854868866762456	11.271866461350704	7.869057038702687e-4	0.016937517209977975	CRTC3	CREB regulated transcription coactivator 3
ENSG00000127080	0.3301606049281155	4.105098763334207	11.269400778492901	7.87951594216141e-4	0.016954208976442016	IPPK	inositol-pentakisphosphate 2-kinase
ENSG00000119522	0.4474576814203299	4.029063511299547	11.263872848303135	7.903015329268487e-4	0.016998938632766178	DENND1A	DENN domain containing 1A
ENSG00000166173	0.3101685391844179	4.6762284798518134	11.261290078039437	7.914019021029547e-4	0.0170071493411739	LARP6	La ribonucleoprotein 6, translational regulator
ENSG00000285409	-5.296839819425642	-2.642949168160759	11.261229298663164	7.914278153208616e-4	0.0170071493411739	NA	NA
